postcode_sector,Numpeople_2011_Total,Numpeople_2011_Wales,County1,County2,County3,CountyCe1,CountyCe2,CountyCe3,totalcombined,totalRDP,totalSFP,totalRDPvis1,totalRDPvis2,totalRDPvis3,totalSFPvis1,totalSFPvis2,totalSFPvis3,totalRDPvis1tim1,totalRDPvis1tim2,totalRDPvis1tim3,totalRDPvis1tim4,totalRDPvis1tim5,totalRDPvis1tim6,totalRDPvis1tim7,totalRDPvis1tim8,totalRDPvis1tim9,totalRDPvis1tim10,totalRDPvis1tim11,totalRDPvis1tim12,totalRDPvis1tim13,totalRDPvis1tim14,totalRDPvis1tim15,totalRDPvis1tim16,totalRDPvis1tim17,totalRDPvis1tim18,totalRDPvis1tim19,totalRDPvis1tim20,totalRDPvis2tim1,totalRDPvis2tim2,totalRDPvis2tim3,totalRDPvis2tim4,totalRDPvis2tim5,totalRDPvis2tim6,totalRDPvis2tim7,totalRDPvis2tim8,totalRDPvis2tim9,totalRDPvis2tim10,totalRDPvis2tim11,totalRDPvis2tim12,totalRDPvis2tim13,totalRDPvis2tim14,totalRDPvis2tim15,totalRDPvis2tim16,totalRDPvis2tim17,totalRDPvis2tim18,totalRDPvis2tim19,totalRDPvis2tim20,totalRDPvis3tim1,totalRDPvis3tim2,totalRDPvis3tim3,totalRDPvis3tim4,totalRDPvis3tim5,totalRDPvis3tim6,totalRDPvis3tim7,totalRDPvis3tim8,totalRDPvis3tim9,totalRDPvis3tim10,totalRDPvis3tim11,totalRDPvis3tim12,totalRDPvis3tim13,totalRDPvis3tim14,totalRDPvis3tim15,totalRDPvis3tim16,totalRDPvis3tim17,totalRDPvis3tim18,totalRDPvis3tim19,totalRDPvis3tim20,totalSFPvis1tim1,totalSFPvis1tim2,totalSFPvis1tim3,totalSFPvis1tim4,totalSFPvis1tim5,totalSFPvis1tim6,totalSFPvis1tim7,totalSFPvis1tim8,totalSFPvis1tim9,totalSFPvis1tim10,totalSFPvis1tim11,totalSFPvis1tim12,totalSFPvis1tim13,totalSFPvis1tim14,totalSFPvis1tim15,totalSFPvis1tim16,totalSFPvis1tim17,totalSFPvis1tim18,totalSFPvis1tim19,totalSFPvis1tim20,totalSFPvis2tim1,totalSFPvis2tim2,totalSFPvis2tim3,totalSFPvis2tim4,totalSFPvis2tim5,totalSFPvis2tim6,totalSFPvis2tim7,totalSFPvis2tim8,totalSFPvis2tim9,totalSFPvis2tim10,totalSFPvis2tim11,totalSFPvis2tim12,totalSFPvis2tim13,totalSFPvis2tim14,totalSFPvis2tim15,totalSFPvis2tim16,totalSFPvis2tim17,totalSFPvis2tim18,totalSFPvis2tim19,totalSFPvis2tim20,totalSFPvis3tim1,totalSFPvis3tim2,totalSFPvis3tim3,totalSFPvis3tim4,totalSFPvis3tim5,totalSFPvis3tim6,totalSFPvis3tim7,totalSFPvis3tim8,totalSFPvis3tim9,totalSFPvis3tim10,totalSFPvis3tim11,totalSFPvis3tim12,totalSFPvis3tim13,totalSFPvis3tim14,totalSFPvis3tim15,totalSFPvis3tim16,totalSFPvis3tim17,totalSFPvis3tim18,totalSFPvis3tim19,totalSFPvis3tim20
CF95 1,0,0,Cardiff,0,0,South Glamorgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF99 1,0,0,Cardiff,0,0,South Glamorgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH1 4,6949,0,Flintshire,0,0,Clwyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH1 6,4891,340,Flintshire,0,0,Clwyd,0,0,22657,22657,0,0,10900,11756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,10159,0,0,0,0,765,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4 0,10544,10544,Flintshire,0,0,Clwyd,0,0,49167,49167,0,0,10900,38267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,6511,0,0,10159,20000,0,0,0,765,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4 8,11305,3874,Flintshire,0,0,Clwyd,0,0,48585,48585,0,0,10900,37685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,5929,0,0,10159,20000,0,0,0,765,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH4 9,3501,1698,Flintshire,0,0,Clwyd,0,0,89281,89281,0,0,10900,78380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,41500,0,5124,10159,20000,0,0,0,765,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH5 1,8432,8432,Flintshire,0,0,Clwyd,0,0,46923,46923,0,0,20412,26511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6511,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH5 2,7249,7249,Flintshire,0,0,Clwyd,0,0,48585,48585,0,0,10900,37685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,5929,0,0,10159,20000,0,0,0,765,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH5 3,10083,10076,Flintshire,0,0,Clwyd,0,0,25929,25929,0,0,0,25929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH5 4,16675,16675,Flintshire,0,0,Clwyd,0,0,25929,25929,0,0,0,25929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH5 9,0,0,Flintshire,0,0,Clwyd,0,0,25929,25929,0,0,0,25929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5929,0,0,0,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH6 5,13187,12803,Flintshire,0,0,Clwyd,0,0,22657,22657,0,0,10900,11756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,10159,0,0,0,0,765,833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH6 6,3883,3883,Flintshire,0,0,Clwyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH6 9,0,0,Flintshire,0,0,Clwyd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH7 1,9840,9834,Flintshire,0,0,Clwyd,0,0,345537,345537,0,0,88219,257318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6045,22775,453,54807,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,582,0,0,133899,52978,0,0,0,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH7 2,9208,9208,Flintshire,0,0,Clwyd,0,0,99318,99318,0,0,19300,80018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,14663,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,0,0,0,10159,0,0,0,0,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH7 3,6388,6388,Flintshire,0,0,Clwyd,0,0,95584,95584,0,0,10900,84684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,0,4666,0,10159,0,0,0,0,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH7 4,6342,6337,Flintshire,Denbighshire,0,Clwyd,0,0,100714,100714,0,0,19409,81305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,3664,5019,6263,233,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,582,667,0,10159,0,38,0,0,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH7 5,6910,6910,Flintshire,Denbighshire,0,Clwyd,0,0,266992,266992,0,0,19509,247483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3691,3664,1519,6263,233,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,2811,56916,105870,10159,0,38,0,1830,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH7 6,11576,11576,Flintshire,0,0,Clwyd,0,0,350932,350932,0,0,14230,336702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3330,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,3393,0,108961,10159,0,0,0,1830,143265,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH7 9,0,0,Flintshire,0,0,Clwyd,0,0,91500,91500,0,0,10900,80600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,582,0,0,10159,0,0,0,0,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH8 7,9053,9053,Flintshire,0,0,Clwyd,0,0,107600,107600,0,0,15870,91730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4970,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,2811,0,7071,10159,0,0,0,1830,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH8 8,6023,6023,Flintshire,Denbighshire,0,Clwyd,0,0,268422,268422,0,0,21300,247122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3330,453,6263,0,38,0,0,1747,7070,0,2354,0,0,0,0,0,0,0,0,2811,0,0,10159,0,0,0,1830,143265,833,68261,19963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CH8 9,5417,5417,Flintshire,0,0,Clwyd,0,0,223877,223877,0,0,14676,209201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3776,45,0,453,6263,0,38,0,0,1747,0,0,2354,0,0,0,0,0,0,0,0,2811,0,124542,10159,0,0,0,1830,765,833,68261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GL16 8,6184,11,Monmouthshire,0,0,Gwent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR3 5,4374,3494,Powys,0,0,Powys,0,0,685506,685506,0,0,0,685506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573447,111573,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR3 6,3141,163,Powys,0,0,Powys,0,0,486,486,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR5 3,4823,440,Powys,0,0,Powys,0,0,486,486,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD1 5,5832,5832,Powys,0,0,Powys,0,0,532344,532344,0,0,172377,359967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39824,0,0,0,0,0,0,0,132554,0,0,0,0,0,0,0,0,0,0,0,109667,213200,28238,8862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD1 6,5326,5326,Powys,0,0,Powys,0,0,1918618,1918618,0,0,172377,1746241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39824,0,0,0,0,0,0,0,132554,0,0,0,0,0,0,0,0,0,0,173446,410527,707630,28238,78750,0,0,0,0,0,347650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD1 9,0,0,Powys,0,0,Powys,0,0,25224,25224,0,0,0,25224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD2 3,5645,5645,Powys,0,0,Powys,0,0,2251736,2251736,0,0,73200,2178536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1451923,378477,0,0,0,0,0,486,0,0,347650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD2 9,0,0,Powys,0,0,Powys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD3 0,4465,4465,Powys,0,0,Powys,0,0,2484714,2484714,0,0,244580,2240135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175228,0,53352,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,111573,2128076,0,0,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD3 3,0,0,Powys,0,0,Powys,0,0,17556,17556,0,0,17556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD3 7,5451,5450,Powys,0,0,Powys,0,0,192958,192958,0,0,17556,175402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,32563,142839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD3 8,4391,4390,Powys,0,0,Powys,0,0,112822,112822,0,0,17556,95267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,64000,31267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD3 9,5194,5194,Powys,0,0,Powys,0,0,209102,209102,0,0,17556,191547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,0,0,0,0,0,0,0,0,16000,0,0,0,0,0,0,0,0,0,0,0,0,31267,0,0,0,0,160280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD4 4,817,817,Powys,0,0,Powys,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD5 4,1105,1103,Powys,0,0,Powys,0,0,287884,287884,0,0,0,287884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90384,197500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LD6 5,2857,2857,Powys,0,0,Powys,0,0,1073545,1073545,0,0,0,1073545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13400,75000,0,320021,261024,0,0,0,0,0,0,0,404100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
