geography,population,density
S64  8,12988,22.4
S64  9,7836,29.8
S65  1,5719,24.2
S65  2,13534,47.2
S65  3,8754,15.6
S65  4,7568,4.5
S66  1,5570,9.7
S66  2,9223,30.5
S66  3,6772,23.4
S66  7,10099,3
S66  8,9293,4.9
S66  9,5226,6.6
S7   1,9635,78.4
S7   2,7801,29.2
S70  1,5674,54.7
S70  2,1620,37.5
S70  3,7966,25.3
S70  4,8132,16.5
S70  5,7795,7.6
S70  6,7652,21.9
S71  1,8048,21.5
S71  2,9076,19.9
S71  3,9519,26.4
S71  4,10069,13.5
S71  5,8180,11.6
S72  0,3344,2.6
S72  7,4672,11.1
S72  8,12926,11.7
S72  9,4412,4
S73  0,11826,14
S73  8,8327,22.5
S73  9,6861,8.1
S74  0,7431,9.7
S74  8,4148,18.1
S74  9,6131,28.8
S75  1,7013,8.6
S75  2,8657,36.2
S75  3,7691,3.8
S75  4,4737,1.5
S75  5,8628,9
S75  6,6872,14.5
S8   0,11060,33.6
S8   7,12494,31.9
S8   8,12634,28.8
S8   9,9986,39.1
S80  1,5506,13
S80  2,9618,6.6
S80  3,4979,0.7
S80  4,9929,4.5
S81  0,11146,7.1
S81  7,10563,24.6
S81  8,7707,1.4
S81  9,7928,3.4
S9   1,12124,14.5
S9   3,3467,10
S9   4,8304,22.8
S9   5,4194,12.9
SE1  0,4859,83.7
SE1  1,4274,136
SE1  2,7893,142.5
SE1  3,8896,128.1
SE1  4,10678,176.6
SE1  5,11349,136.7
SE1  6,6408,162.1
SE1  7,5591,68.1
SE1  8,4070,103.4
SE1  9,3019,73.3
SE10 0,7819,32.4
SE10 8,7517,42.8
SE10 9,8651,88.9
SE11 4,8860,117.4
SE11 5,7300,98
SE11 6,5814,129.8
SE12 0,8642,58.8
SE12 8,7958,55.3
SE12 9,10543,55.1
SE13 5,12725,96
SE13 6,11961,97
SE13 7,17592,97.9
SE14 5,15038,92.4
SE14 6,9641,93.7
SE15 1,7119,107.9
SE15 2,12538,132.1
SE15 3,14373,90.7
SE15 4,8383,113.5
SE15 5,9579,123.5
SE15 6,12367,139.5
SE16 2,10116,108.1
SE16 3,10229,112.6
SE16 4,6665,126.3
SE16 5,6352,119.2
SE16 6,4915,86.8
SE16 7,6680,78
SE17 1,7836,157
SE17 2,13729,174
SE17 3,12026,165.8
SE18 1,14635,100
SE18 2,10055,42.4
SE18 3,11788,52.4
SE18 4,7685,39.4
SE18 5,10374,124.9
SE18 6,9766,88.2
SE18 7,13081,121
SE19 1,8804,88.1
SE19 2,7789,46.4
SE19 3,11057,61.9
SE2  0,12590,40.1
SE2  9,14514,75.1
SE20 7,11585,82.9
SE20 8,11296,79.8
SE21 7,3902,15.5
SE21 8,11357,62.5
SE22 0,10440,62.4
SE22 8,10659,80.5
SE22 9,8639,134.6
SE23 1,8639,88.2
SE23 2,12961,93.7
SE23 3,11889,64.3
SE24 0,9256,65.9
SE24 9,9658,75.8
SE25 4,12515,65.6
SE25 5,9473,65.1
SE25 6,12698,83.7
SE26 4,9781,89.6
SE26 5,7941,72.9
SE26 6,10656,62.5
SE27 0,12554,103.7
SE27 9,9282,74
SE28 0,11234,48.1
SE28 8,18254,66.2
SE3  0,6061,37.2
SE3  7,8652,70.2
SE3  8,9513,50.6
SE3  9,7564,37
SE4  1,17285,83.2
SE4  2,11438,106.9
SE5  0,9259,119.4
SE5  7,10806,127.9
SE5  8,14703,108.7
SE5  9,11488,106.2
SE6  1,16764,79.3
SE6  2,13369,78.8
SE6  3,11129,64
SE6  4,12009,70.5
SE7  7,12035,53.8
SE7  8,9104,59
SE8  3,10520,112
SE8  4,7542,83.5
SE8  5,9797,105.4
SE9  1,11716,48.5
SE9  2,10067,29.8
SE9  3,12849,51.4
SE9  4,12003,44.1
SE9  5,7193,29.5
SE9  6,9024,55.5
SG1  1,7227,16.5
SG1  2,7325,20.5
SG1  3,8240,40.1
SG1  4,10655,25.4
SG1  5,11072,54.2
SG1  6,6731,56.8
SG10 6,2087,1.1
SG11 1,5014,1.4
SG11 2,2955,0.7
SG12 0,9464,2.2
SG12 7,8788,5.9
SG12 8,6471,2.5
SG12 9,5344,11.6
SG13 7,10747,12.7
SG13 8,5896,1.6
SG14 1,2521,33.9
SG14 2,7248,3.3
SG14 3,9029,3.8
SG15 6,5584,5.9
SG16 6,6110,3.6
SG17 5,12203,4.8
SG18 0,7559,14.8
SG18 8,9688,3.3
SG18 9,6881,1.1
SG19 1,9649,5.6
SG19 2,9422,1.5
SG19 3,5026,0.9
SG2  0,8148,49.3
SG2  7,7753,1.8
SG2  8,12756,32.8
SG2  9,13455,42.4
SG3  6,7068,3.3
SG4  0,8805,17.3
SG4  7,5109,0.9
SG4  8,6582,1.3
SG4  9,8716,38.3
SG5  1,7232,29.1
SG5  2,8205,14.8
SG5  3,6338,1.1
SG5  4,9632,8.3
SG6  1,7167,15.8
SG6  2,7802,13.2
SG6  3,6125,14.5
SG6  4,12155,22.3
SG7  5,4406,1.1
SG7  6,8870,3.6
SG8  0,4070,0.6
SG8  5,10627,2.5
SG8  6,7240,2.2
SG8  7,7620,3.5
SG8  8,3365,0.5
SG8  9,5355,1.7
SG9  0,3220,0.4
SG9  9,6154,1.8
SK1  2,1635,19.3
SK1  3,2495,18.5
SK1  4,7420,41.7
SK10 1,3206,26.1
SK10 2,10749,17
SK10 3,10347,21.1
SK10 4,6390,1.1
SK10 5,9112,2.5
SK11 0,4208,0.4
SK11 6,3687,60.5
SK11 7,11697,20.9
SK11 8,12796,42.4
SK11 9,4159,0.6
SK12 1,14260,11.9
SK12 2,4812,2
SK13 0,1943,25.3
SK13 1,6899,1.4
SK13 2,3700,22.1
SK13 5,1437,1.8
SK13 6,6113,23.1
SK13 7,3872,0.7
SK13 8,9126,27.9
SK14 1,5911,49.7
SK14 2,4141,34.5
SK14 3,6487,8.1
SK14 4,12573,32.5
SK14 5,9854,28.8
SK14 6,4389,8.8
SK14 8,2878,7.1
SK15 1,8991,33.6
SK15 2,9184,19
SK15 3,9249,5.3
SK16 4,8400,30.4
SK16 5,11245,39.1
SK17 0,2935,0.2
SK17 6,8296,5.7
SK17 7,7427,7
SK17 8,5515,0.6
SK17 9,8034,0.9
SK2  5,14129,30.2
SK2  6,7566,51.3
SK2  7,7214,33
SK22 1,1127,0.8
SK22 2,2381,0.8
SK22 3,3077,7.2
SK22 4,5645,20.6
SK23 0,4579,3.2
SK23 6,2142,1.7
SK23 7,7873,2.9
SK23 9,2531,1.8
SK3  0,7081,37
SK3  8,12530,49.8
SK3  9,8776,59.3
SK4  1,3645,35.1
SK4  2,7980,34.6
SK4  3,8354,35.1
SK4  4,7543,39.9
SK4  5,7282,43.2
SK5  6,13968,59.5
SK5  7,8222,30.1
SK5  8,6964,32.1
SK6  1,9330,31.7
SK6  2,7055,17.2
SK6  3,4718,15.8
SK6  4,6629,14.3
SK6  5,5792,3
SK6  6,6588,14.9
SK6  7,6873,13
SK6  8,3828,13.3
SK7  1,6761,8.5
SK7  2,7106,19
SK7  3,6678,21.7
SK7  4,7388,38.4
SK7  5,5876,24.2
SK7  6,6645,14.1
SK8  1,5536,15.6
SK8  2,6923,44.9
SK8  3,12440,28.2
SK8  4,8557,29.5
SK8  5,8382,34.6
SK8  6,7783,25.8
SK8  7,8725,33.3
SK9  1,2340,13.2
SK9  2,8953,10.9
SK9  3,6266,14.1
SK9  4,4067,7.4
SK9  5,5052,6.9
SK9  6,5285,22.4
SK9  7,6038,3.6
SL0  0,5578,5.7
SL0  9,5541,5.4
SL1  1,5761,55.7
SL1  2,16380,62.8
SL1  3,15764,66.3
SL1  4,447,36.1
SL1  5,13811,36.3
SL1  6,7377,43
SL1  7,5263,31
SL1  8,3469,3.3
SL1  9,2532,51.6
SL2  1,15252,47.8
SL2  2,7898,57.9
SL2  3,7167,4.3
SL2  4,5472,3.6
SL2  5,17501,60.7
SL3  0,3914,7.7
SL3  6,3023,2.5
SL3  7,14979,40.9
SL3  8,17315,51.7
SL3  9,5932,6
SL4  1,3184,34.4
SL4  2,6578,1.8
SL4  3,8767,49.9
SL4  4,10503,5.8
SL4  5,9345,26.4
SL4  6,4970,5.6
SL5  0,3783,4.7
SL5  7,5397,7.9
SL5  8,7203,4.2
SL5  9,7487,12.8
SL6  0,4814,3.4
SL6  1,5036,23.9
SL6  2,10716,6.6
SL6  3,11158,3.7
SL6  4,7725,25.8
SL6  5,6804,12.2
SL6  6,9567,6.6
SL6  7,9409,50.4
SL6  8,6501,16.6
SL6  9,6107,3.8
SL7  1,7292,14.4
SL7  2,5543,2.2
SL7  3,8111,4.1
SL8  5,6448,10.4
SL9  0,5190,6.2
SL9  7,5400,7.2
SL9  8,4463,9.2
SL9  9,5730,9.3
SM1  1,2530,56
SM1  2,13885,64.3
SM1  3,11734,55.8
SM1  4,9913,87
SM2  5,12174,34.1
SM2  6,9810,66
SM2  7,5704,21.2
SM3  8,7513,48.2
SM3  9,13505,56
SM4  4,14514,51
SM4  5,9248,48.1
SM4  6,13079,65.2
SM5  1,13233,74
SM5  2,11208,62.8
SM5  3,7858,45.6
SM5  4,6383,10.5
SM6  0,6159,55
SM6  7,6455,51.1
SM6  8,11533,46.3
SM6  9,12347,46.5
SM7  1,6858,17.6
SM7  2,6891,29.8
SM7  3,4514,8.4
SN1  1,783,51.9
SN1  2,9119,42.4
SN1  3,6107,60.9
SN1  4,7426,31.7
SN1  5,5383,63.2
SN1  7,847,17.8
SN10 1,3942,3.2
SN10 2,6430,2.1
SN10 3,7604,0.9
SN10 4,5268,0.9
SN10 5,8300,2.1
SN11 0,6041,2.2
SN11 8,7377,1.3
SN11 9,8940,4.9
SN12 6,9714,5.3
SN12 7,9761,4.7
SN12 8,5736,2.4
SN13 0,4756,6.6
SN13 8,2524,1.4
SN13 9,9249,4.5
SN14 0,12717,42.5
SN14 6,7400,0.9
SN14 7,2761,0.6
SN14 8,5205,0.8
SN15 1,6720,27
SN15 2,5081,1.4
SN15 3,11587,6.5
SN15 4,8219,1.2
SN15 5,3502,0.7
SN16 0,5989,1
SN16 9,7842,0.9
SN2  1,13492,47.6
SN2  2,10816,22.5
SN2  5,5824,49.8
SN2  7,8746,29
SN2  8,2270,20.4
SN25 1,9952,37.9
SN25 2,9693,43.7
SN25 3,7562,39.7
SN25 4,7998,35.1
SN26 7,1537,2.4
SN26 8,290,0.3
SN3  1,7725,16.7
SN3  2,11009,60.3
SN3  3,8666,32.1
SN3  4,12638,9.8
SN3  5,4476,41.9
SN3  6,6603,36.3
SN4  0,7884,1.1
SN4  7,6796,1.5
SN4  8,6406,3
SN4  9,6542,1.1
SN5  0,374,0.2
SN5  3,1029,3.6
SN5  4,3897,3
SN5  5,8866,28.6
SN5  6,4811,29.7
SN5  7,3667,25.9
SN5  8,10357,30.7
SN6  6,6975,1
SN6  7,8881,1.6
SN6  8,5305,1.1
SN7  7,9091,1.3
SN7  8,4393,0.6
SN8  1,6804,0.8
SN8  2,6121,0.6
SN8  3,6890,0.4
SN8  4,4203,0.6
SN9  5,5005,0.9
SN9  6,3125,0.3
SO14 0,7763,83
SO14 1,3463,68.1
SO14 2,1150,17.5
SO14 3,6332,47.5
SO14 5,2508,40.7
SO14 6,5988,107.2
SO14 7,247,6.7
SO15 0,1233,53.4
SO15 1,1618,11.8
SO15 2,10023,91.2
SO15 3,6986,82.7
SO15 4,3154,39.8
SO15 5,12549,56.2
SO15 7,2930,25.9
SO15 8,3619,20.7
SO16 0,1529,2.8
SO16 2,821,27.2
SO16 3,11168,54.3
SO16 4,7223,70.6
SO16 5,7542,61.4
SO16 6,7301,41.8
SO16 7,6206,4.8
SO16 8,12358,15.3
SO16 9,11770,32.5
SO17 1,6840,43.1
SO17 2,7729,80.3
SO17 3,4753,74.7
SO18 1,8209,49.1
SO18 2,10462,39.2
SO18 3,4203,47.2
SO18 4,4138,53.6
SO18 5,7714,50
SO18 6,2264,50.4
SO19 0,3784,47.5
SO19 1,2947,55.4
SO19 2,6233,65.4
SO19 4,1969,44.6
SO19 5,1560,39.4
SO19 6,9244,50.1
SO19 7,7433,46.4
SO19 8,8190,54
SO19 9,14982,46.9
SO20 6,4346,0.4
SO20 8,3735,0.8
SO21 1,7285,0.9
SO21 2,6172,0.8
SO21 3,6100,0.6
SO22 4,11717,30.6
SO22 5,7831,23.2
SO22 6,9063,13.5
SO23 0,5490,18.4
SO23 7,9186,5
SO23 8,2740,47.2
SO23 9,4948,15.6
SO24 0,4264,0.4
SO24 9,7060,1
SO30 0,6658,43.2
SO30 2,13627,8.8
SO30 3,6124,6.1
SO30 4,5869,18.8
SO31 1,1743,8.5
SO31 4,4695,14
SO31 5,6338,11.5
SO31 6,11326,42.9
SO31 7,6846,10.3
SO31 8,6955,10.3
SO31 9,6830,8
SO32 1,7386,2.3
SO32 2,9502,2.5
SO32 3,2864,0.5
SO40 2,9306,3.7
SO40 3,7229,25.8
SO40 4,6141,7.5
SO40 7,5375,5.4
SO40 8,8227,43
SO40 9,5577,12.9
SO41 0,9898,5.6
SO41 3,2730,21.7
SO41 5,1421,0.8
SO41 6,3644,2.6
SO41 8,7110,3.9
SO41 9,6585,25.6
SO42 7,5273,0.3
SO43 7,4391,0.5
SO45 1,7879,2.3
SO45 2,6582,20.6
SO45 3,4736,28.1
SO45 4,5362,35.7
SO45 5,6965,9.6
SO45 6,3463,16.4
SO50 4,9080,26.6
SO50 5,10176,14
SO50 6,6202,10.1
SO50 7,8008,7.3
SO50 8,6741,21.8
SO50 9,6183,33
SO51 0,4169,0.7
SO51 5,4093,7.8
SO51 6,4535,1.2
SO51 7,8272,12.6
SO51 8,4633,25.9
SO51 9,876,0.7
SO52 9,7037,8.7
SO53 1,5232,28.6
SO53 2,8335,41.1
SO53 3,6437,31.2
SO53 4,7462,28.5
SO53 5,4993,22.9
SP1  1,4949,9.7
SP1  2,3922,22.4
SP1  3,12620,17.6
SP10 1,3889,18.6
SP10 2,9767,21.7
SP10 3,14110,19.4
SP10 4,6845,21
SP10 5,6041,36.7
SP11 0,3439,0.4
SP11 6,4351,0.8
SP11 7,4452,0.7
SP11 8,4080,0.7
SP11 9,7124,1.3
SP2  0,4922,1.4
SP2  7,7230,32.3
SP2  8,8325,4.5
SP2  9,8832,16.1
SP3  4,4241,0.3
SP3  5,2913,0.3
SP3  6,4149,0.6
SP4  0,2616,0.5
SP4  6,4011,1
SP4  7,10825,3.3
SP4  8,7993,1.9
SP4  9,5666,1.3
SP5  1,4699,0.6
SP5  2,6223,1
SP5  3,5734,1.3
SP5  4,2255,0.3
SP5  5,3450,0.2
SP6  1,6411,6.3
SP6  2,2736,0.5
SP6  3,4900,0.6
SP7  0,2599,0.5
SP7  8,7094,16.2
SP7  9,3863,0.6
SP8  4,11278,8.5
SP8  5,3292,0.5
SP9  7,10678,3.7
SR1  1,939,29.2
SR1  2,3498,23.7
SR1  3,977,29.6
SR2  0,9680,18.5
SR2  7,8699,48.2
SR2  8,6974,39.9
SR2  9,7580,29.3
SR3  1,12522,33
SR3  2,10449,11.6
SR3  3,9449,27
SR3  4,6992,42.5
SR4  0,7259,30.6
SR4  6,8461,31.4
SR4  7,10212,70.9
SR4  8,9377,45.7
SR4  9,6271,9
SR5  1,6013,25.8
SR5  2,5112,21.4
SR5  3,8465,27.8
SR5  4,6136,58.4
SR5  5,9066,36.6
SR6  0,5742,51.7
SR6  7,9778,9.1
SR6  8,6144,39
SR6  9,8422,64.7
SR7  0,5838,7
SR7  7,10129,17
SR7  8,7522,6
SR7  9,7676,10
SR8  1,4651,19.5
SR8  2,8279,34
SR8  3,7573,4.5
SR8  4,7916,24.6
SR8  5,7025,23.7
SS0  0,9970,40.1
SS0  7,10059,76.2
SS0  8,7844,59.4
SS0  9,13581,106.1
SS1  1,3138,63.1
SS1  2,14061,75.8
SS1  3,8754,28
SS11 7,7001,5.1
SS11 8,9737,7
SS12 0,6959,11.5
SS12 9,11070,14
SS13 1,9231,27.5
SS13 2,5396,6.5
SS13 3,7497,11.8
SS14 1,9518,50.1
SS14 2,11007,19.6
SS14 3,4390,35.6
SS15 4,5443,11.6
SS15 5,16186,53.4
SS15 6,8634,18.5
SS16 4,11825,24.5
SS16 5,9879,17.7
SS16 6,7786,27.7
SS17 0,8181,8.4
SS17 7,11475,45.1
SS17 8,9021,7.7
SS17 9,4146,2
SS2  4,16707,28.4
SS2  5,8417,37
SS2  6,11331,34.7
SS3  0,7327,3
SS3  8,5606,29.2
SS3  9,15671,4.6
SS4  1,11621,6.1
SS4  2,843,0.5
SS4  3,8529,2.2
SS5  4,9369,10.6
SS5  5,5888,20.7
SS5  6,6283,8.1
SS6  7,6613,17.8
SS6  8,12843,29.4
SS6  9,12336,31.7
SS7  1,9343,16.4
SS7  2,9707,10.1
SS7  3,10934,18.7
SS7  4,8696,52.9
SS7  5,10576,30
SS8  0,6890,10.4
SS8  7,8132,41.2
SS8  8,7474,32.9
SS8  9,15674,21.1
SS9  1,9711,80.7
SS9  2,8307,29.1
SS9  3,10504,31.6
SS9  4,9703,43.2
SS9  5,11853,35.2
ST1  2,3631,68.8
ST1  3,4998,23.8
ST1  4,4069,16
ST1  5,3319,29.5
ST1  6,13843,38.5
ST10 1,11283,7.6
ST10 2,5191,0.8
ST10 3,2223,0.4
ST10 4,6901,1.1
ST11 9,9995,2.6
ST12 9,3809,1.7
ST13 5,6307,9.8
ST13 6,6208,25.4
ST13 7,6781,0.9
ST13 8,8685,1.4
ST14 5,4748,1.1
ST14 7,8383,17.3
ST14 8,7414,1.4
ST15 0,8964,1.8
ST15 8,12448,3.8
ST16 1,12949,19.4
ST16 2,1716,13.4
ST16 3,16290,30.3
ST17 0,12204,1.9
ST17 4,12322,21.6
ST17 9,15192,38
ST18 0,10721,1
ST18 9,5502,0.6
ST19 5,8526,2
ST19 9,6225,1.1
ST2  0,10287,23
ST2  7,8011,25.6
ST2  8,7269,22.1
ST2  9,8625,17.3
ST20 0,6711,0.8
ST21 6,5674,0.6
ST3  1,5757,34.2
ST3  2,7801,24.3
ST3  3,7937,36.9
ST3  4,9272,10.1
ST3  5,13915,41.6
ST3  6,9687,31.3
ST3  7,13301,17.5
ST4  1,1335,16.5
ST4  2,7363,29.9
ST4  3,7319,32.1
ST4  4,6533,31.9
ST4  5,7816,28.1
ST4  6,8009,30.3
ST4  7,6742,32.3
ST4  8,12080,12.6
ST5  0,9063,35.6
ST5  1,3084,42.3
ST5  2,9149,19.9
ST5  3,9535,27.4
ST5  4,6179,2.5
ST5  5,5936,2
ST5  6,8796,5.6
ST5  7,11636,18.5
ST5  8,11532,21.6
ST5  9,7490,33.1
ST6  1,7253,38.9
ST6  2,2891,31.9
ST6  3,3415,22.8
ST6  4,4778,13.8
ST6  5,10086,28
ST6  6,14103,33.6
ST6  7,9374,35.7
ST6  8,12554,9.7
ST7  1,11024,13.4
ST7  2,11893,12.3
ST7  3,7451,3.6
ST7  4,14601,14.2
ST7  8,7914,4.2
ST8  6,11226,12.8
ST8  7,9149,4.8
ST9  0,6155,3
ST9  9,5510,2
SW10 0,9055,140.8
SW10 9,9423,138.9
SW11 1,9502,88
SW11 2,13912,141.5
SW11 3,11688,155.2
SW11 4,8147,76
SW11 5,17165,147.7
SW11 6,11303,118.2
SW12 0,7826,107.5
SW12 8,12832,107.1
SW12 9,10928,99.7
SW13 0,6917,51.8
SW13 8,1917,43.9
SW13 9,7356,34.6
SW14 7,7593,50.3
SW14 8,9237,18.2
SW15 1,10044,92.7
SW15 2,10338,101
SW15 3,11536,43
SW15 4,10338,51.9
SW15 5,9901,47.8
SW15 6,8299,84.6
SW16 1,10750,85.9
SW16 2,16493,98.6
SW16 3,8864,44.7
SW16 4,13469,85.2
SW16 5,17193,101.5
SW16 6,14158,121.9
SW17 0,14832,78.7
SW17 6,1806,41.3
SW17 7,12324,102.9
SW17 8,19501,132.9
SW17 9,15752,130.2
SW18 1,10734,78.8
SW18 2,9817,91.5
SW18 3,14557,74
SW18 4,10453,102
SW18 5,13431,101.9
SW19 1,10393,109.3
SW19 2,12147,82.3
SW19 3,10792,51.5
SW19 4,6463,15.2
SW19 5,3987,28.3
SW19 6,12029,101
SW19 7,6379,44
SW19 8,15486,65.2
SW1A 1,246,11.8
SW1E 5,258,44.9
SW1E 6,661,21.8
SW1H 0,388,20.3
SW1H 9,346,23
SW1P 1,2590,136.7
SW1P 2,3526,180.5
SW1P 3,855,22.8
SW1P 4,6537,175.4
SW1V 1,2144,117.5
SW1V 2,5743,244.4
SW1V 3,8580,234.4
SW1V 4,6107,264.6
SW1W 0,695,22.4
SW1W 8,5565,139.8
SW1W 9,2297,79
SW1X 0,1894,127.8
SW1X 7,998,30.8
SW1X 8,1447,72
SW1X 9,1687,88.2
SW1Y 4,299,12
SW1Y 6,251,21.7
SW2  1,7312,145.9
SW2  2,12003,157.5
SW2  3,13760,122.1
SW2  4,11238,138.1
SW2  5,10018,149.1
SW20 0,9083,37.4
SW20 8,10556,84.3
SW20 9,8636,39.6
SW3  1,1100,94.3
SW3  2,4485,131.3
SW3  3,4352,240.4
SW3  4,4203,73.7
SW3  5,4989,145.4
SW3  6,3041,88.5
SW4  0,6382,104.4
SW4  6,10356,132.1
SW4  7,8423,178.8
SW4  8,7320,112.9
SW4  9,7105,79.8
SW5  0,7010,187.2
SW5  9,8483,200.7
SW6  1,7004,120.4
SW6  2,12535,152.2
SW6  3,8994,67.1
SW6  4,7300,138.8
SW6  5,7657,189.3
SW6  6,11475,129.2
SW6  7,10184,200.9
SW7  1,3739,17.3
SW7  2,2283,23.3
SW7  3,4444,159.1
SW7  4,4328,216.7
SW7  5,5058,150.5
SW8  1,11047,146.3
SW8  2,10224,208.1
SW8  3,6226,93
SW8  4,8539,76.6
SW8  5,372,7.1
SW9  0,11392,152.9
SW9  6,5951,144.2
SW9  7,8890,137
SW9  8,5556,115.8
SW9  9,11610,186.9
SY1  1,1532,23.4
SY1  2,7160,35.6
SY1  3,8429,9
SY1  4,9415,20.5
SY10 0,2231,0.1
SY10 7,4078,0.5
SY10 8,3527,0.5
SY10 9,4827,0.7
SY11 1,6031,15.7
SY11 2,10751,23.5
SY11 3,5779,3.3
SY11 4,4453,0.7
SY12 0,4437,0.9
SY12 9,3813,0.5
SY13 1,9710,5.2
SY13 2,4062,0.7
SY13 3,3027,0.4
SY13 4,2750,0.3
SY14 7,2424,0.4
SY14 8,3220,0.6
SY15 6,5199,0.4
SY16 1,6685,10.5
SY16 2,4253,3.7
SY16 3,2743,0.2
SY16 4,2551,0.2
SY17 5,3553,0.2
SY18 6,4648,0.2
SY19 7,1169,0.1
SY2  5,11879,24.9
SY2  6,5656,14.4
SY20 8,4577,0.2
SY20 9,2344,0.1
SY21 0,2821,0.1
SY21 7,5948,8.5
SY21 8,4695,0.3
SY21 9,2786,0.4
SY22 5,1999,0.2
SY22 6,7535,0.4
SY23 1,7301,24.3
SY23 2,3967,21.6
SY23 3,11362,0.7
SY23 4,5401,0.2
SY23 5,2827,0.4
SY24 5,4663,0.5
SY25 6,4343,0.1
SY3  0,5079,5.9
SY3  5,4352,19.2
SY3  6,2672,14.1
SY3  7,7834,28.2
SY3  8,8820,4
SY3  9,5028,23.1
SY4  1,3120,0.5
SY4  2,2806,0.7
SY4  3,3967,0.6
SY4  4,5870,0.6
SY4  5,8777,0.8
SY5  0,6433,0.5
SY5  6,3890,0.3
SY5  7,3172,0.5
SY5  8,3128,0.7
SY5  9,4665,0.4
SY6  6,4113,0.6
SY6  7,2441,0.5
SY7  0,3547,0.2
SY7  8,3623,0.2
SY7  9,4714,0.4
SY8  1,8438,21.6
SY8  2,3414,0.3
SY8  3,3423,0.5
SY8  4,3358,0.5
SY9  5,2895,0.3
TA1  1,5752,36.1
TA1  2,12921,40
TA1  3,8033,23.6
TA1  4,6096,35.2
TA1  5,6671,10.2
TA10 0,3950,0.7
TA10 9,5320,1
TA11 6,6430,2.1
TA11 7,2736,0.4
TA12 6,6353,1.8
TA13 5,3973,2
TA14 6,2986,2.6
TA15 6,831,1.4
TA16 5,1979,1.8
TA17 8,442,0.5
TA18 7,3838,1.8
TA18 8,6201,2.2
TA19 0,5772,1.6
TA19 9,5916,1.3
TA2  6,8551,12
TA2  7,10017,44.2
TA2  8,7956,2
TA20 1,7780,16.6
TA20 2,7552,4.8
TA20 3,2690,0.4
TA20 4,2310,0.4
TA21 0,4092,0.6
TA21 8,7262,20.4
TA21 9,6801,2.1
TA22 9,2619,0.2
TA23 0,5681,0.9
TA24 5,6406,17.6
TA24 6,5373,1.2
TA24 7,1846,0.1
TA24 8,5025,0.5
TA3  5,5773,0.9
TA3  6,4606,0.6
TA3  7,4033,0.7
TA4  1,5280,1.6
TA4  2,4234,0.4
TA4  3,5375,0.7
TA4  4,3960,1.1
TA5  1,5260,0.5
TA5  2,4895,0.7
TA6  3,9569,50.4
TA6  4,12650,7.3
TA6  5,5934,24.6
TA6  6,11145,7
TA6  7,7022,9.8
TA7  0,4917,0.8
TA7  8,5948,1.2
TA7  9,4117,0.7
TA8  1,7558,26.7
TA8  2,9380,5.1
TA9  3,8188,3.1
TA9  4,4192,1
TD12 4,1163,0.1
TD15 1,5448,2.5
TD15 2,11713,0.5
TF1  1,4312,32.4
TF1  2,7106,27.6
TF1  3,7596,27.4
TF1  5,8583,24.1
TF1  6,9547,18.3
TF10 7,10514,30.2
TF10 8,4503,0.7
TF10 9,3381,0.8
TF11 8,6357,0.8
TF11 9,3550,0.6
TF12 5,5609,1.7
TF13 6,3696,0.5
TF2  0,2639,19.7
TF2  6,6938,19.1
TF2  7,7869,8.9
TF2  8,10334,8.4
TF2  9,11033,20.8
TF3  1,10859,31.4
TF3  2,9044,15
TF3  5,4051,14.3
TF4  2,9126,16.1
TF4  3,9072,17
TF5  0,5346,15.9
TF6  5,1435,0.4
TF6  6,3562,0.4
TF7  4,5915,12.2
TF7  5,11716,29.5
TF8  7,2903,2.1
TF9  1,6282,22.4
TF9  2,6121,0.6
TF9  3,8252,1.1
TF9  4,4810,0.8
TN1  1,3831,58.9
TN1  2,7416,87.3
TN10 3,7971,33.3
TN10 4,8312,16.4
TN11 0,4404,1.4
TN11 8,3689,0.8
TN11 9,5779,1.9
TN12 0,5947,2.5
TN12 5,3306,2.6
TN12 6,10404,5.1
TN12 7,2863,1.3
TN12 8,2435,1.2
TN12 9,4520,1.1
TN13 1,5429,15.4
TN13 2,9270,9.8
TN13 3,10294,13.3
TN14 5,6698,6.5
TN14 6,3324,0.9
TN14 7,4948,1.9
TN15 0,4231,1.4
TN15 6,9660,2.7
TN15 7,3440,1
TN15 8,5065,6.3
TN15 9,1942,2.5
TN16 1,5023,2.1
TN16 2,2509,1.1
TN16 3,11761,9.9
TN17 1,2552,1.2
TN17 2,3581,0.6
TN17 3,4799,2.9
TN17 4,3788,0.8
TN18 4,3963,2.4
TN18 5,2649,0.8
TN19 7,5000,0.9
TN2  3,9910,28.5
TN2  4,8619,3.9
TN2  5,9899,30
TN20 6,3718,0.8
TN21 0,5862,2.3
TN21 8,7152,4.7
TN21 9,2969,0.6
TN22 1,6310,23.3
TN22 2,3391,6
TN22 3,4230,0.9
TN22 4,3480,0.9
TN22 5,8772,2.1
TN23 1,1721,15.7
TN23 3,13916,7.8
TN23 4,5160,29.7
TN23 5,14538,42
TN23 6,1529,11.4
TN23 7,3032,51.3
TN24 0,14213,21.8
TN24 8,6051,26.1
TN24 9,11355,17
TN25 4,4842,1.2
TN25 5,3585,0.6
TN25 6,4976,1.3
TN25 7,2153,0.6
TN26 1,2730,1.2
TN26 2,3484,0.7
TN26 3,4968,0.7
TN27 0,4069,0.9
TN27 8,3875,0.8
TN27 9,4460,1.3
TN28 8,8455,11.7
TN29 0,7442,1
TN29 9,6315,0.6
TN3  0,5602,4.1
TN3  8,1706,0.8
