CaseID,ProjectTitle,Applicant,Applicant postcode,Scheme,ProjectDescription,Projectstartdate,Projectenddate,Govfundsawarded,record_complete,match_rdp,match_sfp,Geo,Visibility,Timing,county1,county2,county3,county4,county5,county6,county7,county8,county9,county10,county11,county12,county13,county14,county15,county16,county17,county18,county19,county20,county21,county22,county1cash,county2cash,county3cash,county4cash,county5cash,county6cash,county7cash,county8cash,county9cash,county10cash,county11cash,county12cash,county13cash,county14cash,county15cash,county16cash,county17cash,county18cash,county19cash,county20cash,county21cash,county22cash,Local1,Local2,Local3,Local4,Local5,Local6,Local7,Local8,Local9,Local10,Local11,Local12,Local13,Local14,Local15,Local16,Local17,Local18,Local19,Local20,Local21,Local22,Local23,Local24,Local25,Local26,Local27,Local28,Local29,Local30,Local31,Local32,Local33,Local34,Local35,Local36,Local37,Local38,Local39,Local40,Local41,Local42,Local43,Local44,Local45,Local46,Local47,Local48,Local49,Local50,postcode_sector1,postcode_sector2,postcode_sector3,postcode_sector4,postcode_sector5,postcode_sector6,postcode_sector7,postcode_sector8,postcode_sector9,postcode_sector10,postcode_sector11,postcode_sector12,postcode_sector13,postcode_sector14,postcode_sector15,postcode_sector16,postcode_sector17,postcode_sector18,postcode_sector19,postcode_sector20,postcode_sector21,postcode_sector22,postcode_sector23,postcode_sector24,postcode_sector25,postcode_sector26,postcode_sector27,postcode_sector28,postcode_sector29,postcode_sector30,postcode_sector31,postcode_sector32,postcode_sector33,postcode_sector34,postcode_sector35,postcode_sector36,postcode_sector37,postcode_sector38,postcode_sector39,postcode_sector40,postcode_sector41,postcode_sector42,postcode_sector43,postcode_sector44,postcode_sector45,postcode_sector46,postcode_sector47,postcode_sector48,postcode_sector49,postcode_sector50,spending1,spending2,spending3,spending4,spending5,spending6,spending7,spending8,spending9,spending10,spending11,spending12,spending13,spending14,spending15,spending16,spending17,spending18,spending19,spending20,spending21,spending22,spending23,spending24,spending25,spending26,spending27,spending28,spending29,spending30,spending31,spending32,spending33,spending34,spending35,spending36,spending37,spending38,spending39,spending40,spending41,spending42,spending43,spending44,spending45,spending46,spending47,spending48,spending49,spending50,Doc1,Doc2,Doc3,Doc4,Doc5,Doc6,Doc7,Doc8,,,,Notes
132,Powys County Council - Go Green To Get Clean.,Powys County Council,LD1 5LG,,"This pilot will test the feasibility of introducing electric road sweepers across the county as part of a wider strategy to reduce carbon emissions. This project will enhance environmental conditions by reducing air and noise pollution and so, improve the quality of place for communities, businesses, and visitors alike.",,,"£408,000 ",1,#N/A,#N/A,2,2,23,7,,,,,,,,,,,,,,,,,,,,,,"£408,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Powys Localities Initiative,Powys County Council,LD1 5LG,,"During the Coronavirus pandemic, PAVO set up 13 'locality' networks across Powys as a way for 3rd sector organisations to engage with both the immediate needs and the post pandemic aspirations of the market towns of the county, and of the residents of the rural hinterland reliant upon the services that they provide. This project builds on work to date to develop the networks as forums that build the capacity of residents to plan, develop and deliver activities that boost the social and economic vitality of each locality. In addition to facilitating discussion on development priorities, the project will provide funding to each locality to take forward activities that can inform the creation of future initiatives or pilot activities that enhance resilience in each locality.",,,"£428,232 ",1,#N/A,#N/A,2,3,23,7,,,,,,,,,,,,,,,,,,,,,,"£428,232 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Connecting Teachers with Industry,Rhondda Cynon Taf County Borough Council,CF40 2XX,,"The Connecting Teachers with Industry Project is an excellent opportunity for teachers and students from schools in the Bridgend and Rhondda Cynon Taf local authorities, to find out about the exciting careers available in the Science, Technology, Engineering, Arts and Math (STEAM) sectors in Wales.",,,"£89,899 ",1,#N/A,#N/A,2,2,21,14,,,,,,,,,,,,,,,,,,,,,,"£89,899 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Focus Enterprise RCT,Rhondda Cynon Taf County Borough Council,CF40 2XX,,"Supporting economically inactive / unemployed / furloughed individuals into self-employment.  Investment in digital, employability and entrepreneurial skills, support newly established micro-businesses and supplement mainstream provision, working closely with community partners.  The project supports financial literacy, working with Credit Unions.  50 established businesses will be supported with recover/ resilience as they deal with COVID challenges.",,,"£217,389 ",1,#N/A,#N/A,2,2,23,14,,,,,,,,,,,,,,,,,,,,,,"£217,389 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Heal Your High Street,Rhondda Cynon Taf County Borough Council,CF40 2XX,,"Create, manage and facilitate a co-working space / community hub and tourist information in Aberdare town centre, which will deliver a variety of innovative workshops, activities and events to business.  Distribution of 10x £10,000 grants to local businesses to help support micro-economic stimulation and develop new products and services related to sustainable food and climate change. ",,,"£624,121 ",1,#N/A,#N/A,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aberdare,Aberdare,Aberdare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF44 0,CF44 6,CF44 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208040.24,208040.24,208040.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Ideas to Innovation (I2I),Rhondda Cynon Taf County Borough Council,CF40 2XX,,Ideas to Innovation (i2i) has been designed for ambitious individuals looking to unlock their entrepreneurial and creative potential. This programme encourages research students to consider the social and economic relevance of their research.,,,"£559,526 ",1,#N/A,#N/A,2,2,23,14,,,,,,,,,,,,,,,,,,,,,,"£559,526 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Improving Deaf Awareness and supporting people with hearing loss in the Community,Rhondda Cynon Taf County Borough Council,CF40 2XX,,"Delivery of Deaf Awareness training and basic British Sign Language to customer facing staff at range of businesses and organisations. Extend local community groups to relieve loneliness and isolation.  New groups in sheltered homes, helping residents and relieving pressure on care home staff.  Groups will be fully constituted, self-sufficient and sustainable after March 2022. ",,,"£67,626 ",1,#N/A,#N/A,2,2,23,14,,,,,,,,,,,,,,,,,,,,,,"£67,626 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,RCT 360,Rhondda Cynon Taf County Borough Council,CF40 2XX,,"Through tailored support and advice, RCT 360 supports people in Rhondda Cynon Taff to overcome the challenges they may face.   RCT 360 is a collaboration between Artis Community Cymuned, Mental Health Wales, Sgiliau and Volunteering Matters, designed to remove barriers to opportunities and employment by offering tailored support, advice and mentoring.",,,"£597,937 ",1,#N/A,#N/A,2,3,23,14,,,,,,,,,,,,,,,,,,,,,,"£597,937 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Reconnect Youth Project,Rhondda Cynon Taf County Borough Council,CF40 2XX,,"Expansion of existing projects together with two new projects: working with YEPS to create an allotment, developing outdoor space and linking with sustainable food and healthy eating projects for children and parents; and working with Ysgol Nantgwyn pupils to plan and deliver youth sessions as part of the Welsh Baccalaureate. ",,,"£53,006 ",1,#N/A,#N/A,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tonypandy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF40 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Have coded to local school
141,Community-led Sustainable Transport Solutions - Investing in Communities and Place,Swansea Council,SA1 3SN,,"This proposed a programme of activities to strengthen sustainable transport and active travel in Swansea, with a focus on what communities can do for themselves. Community consultation activities linked to the project started in January 2022 with ‘Getting Around Swansea’ project branding. ",,,"£128,821 ",1,#N/A,#N/A,2,3,23,11,,,,,,,,,,,,,,,,,,,,,,"£128,821 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Cowork Local (Swansea),Swansea Council,SA1 3SN,,"With evolving changes to the world of work, some are looking to escape the challenges of working from home whilst others hope to boot the commute. Cowork Local seeks to provide the best of both worlds, combining amazing work spaces, with convenient locations close to where people live.",,,"£331,891 ",1,#N/A,#N/A,2,3,20,11,,,,,,,,,,,,,,,,,,,,,,"£331,891 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Could be specific local projects but clearly operate across whole county
143,Dragon Energy Island - Swansea Bay Tidal Lagoon,Swansea Council,SA1 3SN,,Funding to develop a business case for a tidal lagoon with floating houses and a solar farm.,,,"£202,650 ",1,#N/A,#N/A,3,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swansea,Swansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SA1 1,SA1 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101325.2,101325.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Enterprise Swansea,Swansea Council,SA1 3SN,,Supporting people going in to self-employment.,,,"£199,734 ",1,#N/A,#N/A,2,2,23,11,,,,,,,,,,,,,,,,,,,,,,"£199,734 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclear information on visibility
145,Pathways to Work Swansea,Swansea Council,SA1 3SN,,"Open to local residents who are either long-term unemployed or aged 16-plus and economically inactive. It offers employability support, support for improving skills (including digital skills), volunteering and paid placements.",,,"£764,444 ",1,#N/A,#N/A,2,2,23,11,,,,,,,,,,,,,,,,,,,,,,"£764,444 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Penderi Green Regeneration,Swansea Council,SA1 3SN,,"The Penderi Regeneration Scheme will involve a large and long-term investment into the area, four miles from Swansea city centre. There is a focus seven core ambitions, including integrated blue green infrastructure, a connected and accessible neighbourhood, high quality building stock, community facilties and provisions, active and involved communitty, energy efficiency and economically resilient neighbourhood.",,,"£223,029 ",1,#N/A,#N/A,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Penderi,Penderi,Penderi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SA5 5,SA5 7,SA5 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74342.98,74342.98,74342.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,People with Disabilities Employability and Enterprise Project (Swansea Project),Swansea Council,SA1 3SN,,No details found,,,"£139,855 ",0,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Swansea Business Support and Green Recovery,Swansea Council,SA1 3SN,,"The project icludes many different elements including training, events, conferences, advice and support for businesses and individuals across Swansea.",,,"£583,766 ",1,#N/A,#N/A,2,2,23,11,,,,,,,,,,,,,,,,,,,,,,"£583,766 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Time to Learn and Work,Swansea Council,SA1 3SN,,No details found,,,"£94,131 ",0,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,A Complete Digital Package for Torfaen Businesses,Torfaen County Borough Council,NP4 6YB,,"Uddr received UK Community Renewal Funding to help 200 Torfaen businesses build their digital footprint. The project offers companies the chance to benefit from a fully-funded website for 12 months and a year-long subscription to the Uddr app, which promotes local businesses, trades and services.",,,"£385,560 ",1,#N/A,#N/A,2,2,23,18,,,,,,,,,,,,,,,,,,,,,,"£385,560 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,"CELT (Connect, Engage, Listen, Transform)",Torfaen County Borough Council,NP4 6YB,,The CELT research project aims to trial new techniques and interventions to support the long-term unemployed into work across 10 local authorities in South Wales.,,,"£1,927,860 ",1,#N/A,#N/A,2,2,23,18,17,13,16,21,15,19,20,14,22,,,,,,,,,,,,,"£192,786 ","£192,786 ","£192,786 ","£192,786 ","£192,786 ","£192,786 ","£192,786 ","£192,786 ","£192,786 ","£192,786 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Food 4 Growth,Torfaen County Borough Council,NP4 6YB,,"Food4Growth is a cooperation project between Torfaen, Caerphilly and Monmouthshire councils and aims to find new ways to help develop food supply chains and create a whole system approach. The project’s Rural Business Scheme aims to support 12 rural businesses to add value to their produce, such as diversifying or looking at new processes like vertical growing and pick your own schemes.",,,"£618,403 ",1,#N/A,#N/A,2,2,21,18,16,19,,,,,,,,,,,,,,,,,,,,"£206,134.32 ","£206,134.32 ","£206,134.32 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Pontypool & Blaenavon Small Business Support Project,Torfaen County Borough Council,NP4 6YB,,"Promoting start-ups ups and business-to-business purchasing in Pontypool and Blaenavon will be one of the focuses of this project. It will also develop a skills swap platform to support new businesses, trial opportunities for short-term premises and work with landlords to bring empty buildings back into use.",,,"£154,494 ",1,#N/A,#N/A,3,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pontypool,Pontypool,Pontypool,Blaenavon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NP4 5,NP4 8,NP4 6,NP4 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38623.51,38623.51,38623.51,38623.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Stepping Stones,Torfaen County Borough Council,NP4 6YB,,"The project is aimed at the over 50s who want to learn new skills or develop a new interest. It features 12 workshops that cover areas including growing your own produce in an allotment, jewellery making, ceramics, cake decorating, growing your own produce in an allotment, and the repair shop, which is geared towards upcycling and DIY services.",,,"£338,038 ",1,#N/A,#N/A,2,3,23,18,,,,,,,,,,,,,,,,,,,,,,"£338,038 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,THE LIFE YOU WANT,Torfaen County Borough Council,NP4 6YB,,"The charity Threshold DAS is offering anyone over the age of 16 the chance to study for a range of work-related and personal and social qualifications. The money from the Community Renewal Fund will cover the cost of 150 qualifications, plus 30 places for young people, aged between 16-25, to learn life skills.",,,"£204,300 ",1,#N/A,#N/A,2,2,23,18,,,,,,,,,,,,,,,,,,,,,,"£204,300 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Young Enterprise Torfaen,Torfaen County Borough Council,NP4 6YB,,"Business in Focus’ Focus Futures initiative aims to support young people, aged between 16 and 24, overcome barriers to employment and develop the confidence and skills they need to reach their potential. It will provide guidance to people looking to start their own business, help them access financial support and provide training and 1-2-1 guidance.",,,"£232,689 ",1,#N/A,#N/A,2,3,23,18,,,,,,,,,,,,,,,,,,,,,,"£232,689 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Barry Bands Together - Community Regeneration through Musical Partnership,Vale of Glamorgan Council,CF63 4RU,,To support community regeneration through musical partnership. This will be paid out as a grant to Cardiff County and the Vale of Glamorgan Music Service.  The grant is to refurbish the Vale of Glamorgan brass band premises as the music hub for the community. ,,,"£124,437 ",1,#N/A,#N/A,3,3,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF62 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Cowork Local (Vale of Glamorgan),Vale of Glamorgan Council,CF63 4RU,,"With evolving changes to the world of work, some are looking to escape the challenges of working from home whilst others hope to boot the commute. Cowork Local seeks to provide the best of both worlds, combining amazing work spaces, with convenient locations close to where people live.",,,"£453,849 ",1,#N/A,#N/A,2,3,20,22,,,,,,,,,,,,,,,,,,,,,,"£453,849 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Enterprise Vale,Vale of Glamorgan Council,CF63 4RU,,Supporting people going in to self-employment.,,,"£106,867 ",1,#N/A,#N/A,2,2,23,22,,,,,,,,,,,,,,,,,,,,,,"£106,867 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unclear information on visibility
160,Foundational Economy - Innovation in Procurement.,Vale of Glamorgan Council,CF63 4RU,,The Foundational Economy Challenge Fund is a Welsh Government initiative with its key aim to re-focus policy on the infrastructure supporting everyday business and life.,,,"£77,643 ",1,#N/A,#N/A,2,2,8,22,,,,,,,,,,,,,,,,,,,,,,"£77,643 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Priority Sector Skills Academies,Vale of Glamorgan Council,CF63 4RU,,Full-time intensive upskilling courses designed to meet the needs of local industry. ,,,"£147,141 ",1,#N/A,#N/A,3,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardiff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CF3 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Project Zero Feasibility Study,Vale of Glamorgan Council,CF63 4RU,,"Project Zero brings together the wide range of work and opportunities available to tackle the climate emergency, reduce the Council’s carbon emissions to net zero by 2030 and encourage others to make positive changes.",,,"£61,200 ",1,#N/A,#N/A,2,2,23,22,,,,,,,,,,,,,,,,,,,,,,"£61,200 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,STEP IN,Vale of Glamorgan Council,CF63 4RU,,No details found,,,"£91,294 ",0,#N/A,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Empty Property Options Development Fund (Town Centre Vibrancy),Wrexham County Borough Council,LL11 1AY,,The Development Fund will bring together property owners and agents and new businesses looking to utilise new buildings in the town centre to increase vibrancy and reduce vacant premises.,,,"£122,400 ",1,#N/A,#N/A,2,3,23,6,,,,,,,,,,,,,,,,,,,,,,"£122,400 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"May apply to specific properties, but can't find details"
165,Feasibility Study of a multi-vector Smart Local Energy System in Wrexham County,Wrexham County Borough Council,LL11 1AY,,"A feasibility study for a Smart Local Energy System, led by the North Wales Economic Ambition board (NWEAB).",,,"£96,900 ",1,#N/A,#N/A,2,2,23,6,,,,,,,,,,,,,,,,,,,,,,"£96,900 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
